metadata: music UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: music,locus: locus,locus: from,locus: to,dimensions: type,dimensions: height,dimensions: max height,dimensions: min height,dimensions: width,dimensions: max width,dimensions: min width,dimensions: unit,people: name(s),people: ID(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Rawl_liturg_d_3_music_1,manuscript_8633,Rawl_liturg,MS_Rawl_liturg_d_3,MS. Rawl. liturg. d. 3,manuscript,,MS_Rawl_liturg_d_3,"Fols. 1–48 on 11 staves, 185 130",,,,written,185.0,185.0,185.0,130.0,130.0,130.0,mm,,,,,
MS_Rawl_liturg_d_3_music_1,manuscript_8633,Rawl_liturg,MS_Rawl_liturg_d_3,MS. Rawl. liturg. d. 3,manuscript,,MS_Rawl_liturg_d_3,"Fols. 49–72 on 10 staves, 185 120",,,,written,185.0,185.0,185.0,120.0,120.0,120.0,mm,,,,,
MS_Rawl_liturg_d_3_music_1,manuscript_8633,Rawl_liturg,MS_Rawl_liturg_d_3,MS. Rawl. liturg. d. 3,manuscript,,MS_Rawl_liturg_d_3,"Fols. 73–97 on 2 columns of 10–11 staves, 180–5 120",,,,written,180–5,185.0,180.0,120.0,120.0,120.0,mm,,,,,
MS_Rawl_liturg_d_3_music_1,manuscript_8633,Rawl_liturg,MS_Rawl_liturg_d_3,MS. Rawl. liturg. d. 3,manuscript,,MS_Rawl_liturg_d_3,"Fol. 112v, square notation.",,,,,,,,,,,,,,,,
MS_Rawl_liturg_d_5_music_1,manuscript_8635,Rawl_liturg,MS_Rawl_liturg_d_5,MS. Rawl. liturg. d. 5,manuscript,,MS_Rawl_liturg_d_5,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_2_music_1,manuscript_8649,Rawl_liturg,MS_Rawl_liturg_e_2,MS. Rawl. liturg. e. 2,manuscript,,MS_Rawl_liturg_e_2,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_43_music_1,manuscript_8675,Rawl_liturg,MS_Rawl_liturg_e_43,MS. Rawl. liturg. e. 43,manuscript,,MS_Rawl_liturg_e_43,"Square notation on the feast of the Purification (fol. 10), 2 col. of 10 red staves of 4 lines.",,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_44_music_1,manuscript_8676,Rawl_liturg,MS_Rawl_liturg_e_44,MS. Rawl. liturg. e. 44,manuscript,,MS_Rawl_liturg_e_44,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_45_music_1,manuscript_8677,Rawl_liturg,MS_Rawl_liturg_e_45,MS. Rawl. liturg. e. 45,manuscript-composite,MS. Rawl. liturg. e. 45 – Part 1 MS. Rawl. liturg. e. 45 – Part 2,MS_Rawl_liturg_e_45,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_46_music_1,manuscript_8678,Rawl_liturg,MS_Rawl_liturg_e_46,MS. Rawl. liturg. e. 46,manuscript,,MS_Rawl_liturg_e_46,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_e_47_music_1,manuscript_8679,Rawl_liturg,MS_Rawl_liturg_e_47,MS. Rawl. liturg. e. 47,manuscript,,MS_Rawl_liturg_e_47,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_35_music_1,manuscript_8716,Rawl_liturg,MS_Rawl_liturg_f_35,MS. Rawl. liturg. f. 35,manuscript-composite,MS. Rawl. liturg. f. 35 – Part 1 MS. Rawl. liturg. f. 35 – Part 2,MS_Rawl_liturg_f_35,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_g_10_music_1,manuscript_8729,Rawl_liturg,MS_Rawl_liturg_g_10,MS. Rawl. liturg. g. 10,manuscript,,MS_Rawl_liturg_g_10,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_g_13_music_1,manuscript_9996,Rawl_liturg,MS_Rawl_liturg_g_13,MS. Rawl. liturg. g. 13,manuscript,,MS_Rawl_liturg_g_13,Square notation on 6 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Savile_15_music_1,manuscript_8812,Savile,MS_Savile_15,MS. Savile 15,manuscript,,MS_Savile_15,Notation (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Savile_106_music_1,manuscript_8808,Savile,MS_Savile_106,MS. Savile 106,manuscript-composite,MS. Savile 106 – Part 1 MS. Savile 106 – Part 2 MS. Savile 106 – Part 3,MS_Savile_106,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Selden_Supra_27_music_1,manuscript_8900,Selden_supra,MS_Selden_Supra_27,MS. Selden Supra 27,manuscript,,MS_Selden_Supra_27,"‘[N]otated in staffless neumes, which are based on the Saint-Gall tradition’ (Smoje, 2006, p. vii).",,,,,,,,,,,,,,,,
MS_Selden_Supra_30_music_1,manuscript_8904,Selden_supra,MS_Selden_Supra_30,MS. Selden Supra 30,manuscript,,MS_Selden_Supra_30,"Adiastematic neumes added above fecerunt Et tertia (p. 102): Acts 27.18–19, the account of Paul’s shipwreck.",p. 102,102.0,102.0,,,,,,,,,,,,,
MS_Selden_Supra_36_music_1,manuscript_8910,Selden_supra,MS_Selden_Supra_36,MS. Selden Supra 36,manuscript-composite,MS. Selden Supra 36 – Part 1 MS. Selden Supra 36 – Part 2,MS_Selden_Supra_36,Notation (see van Dijk 1957),,,,,,,,,,,,,,,,
MS_Selden_Supra_37_music_1,manuscript_8911,Selden_supra,MS_Selden_Supra_37,MS. Selden Supra 37,manuscript,,MS_Selden_Supra_37,Square notation on 9 red staves to a page (see van Dijk 1957),,,,,,,,,,,,,,,,
MS_Selden_Supra_40_music_1,manuscript_8915,Selden_supra,MS_Selden_Supra_40,MS. Selden Supra 40,manuscript,,MS_Selden_Supra_40,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Selden_Supra_52_music_1,manuscript_8922,Selden_supra,MS_Selden_Supra_52,MS. Selden Supra 52,manuscript,,MS_Selden_Supra_52,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Selden_Supra_90_music_1,manuscript_8950,Selden_supra,MS_Selden_Supra_90,MS. Selden Supra 90,manuscript-composite,MS. Selden Supra 90 – Part 1 MS. Selden Supra 90 – Part 2 MS. Selden Supra 90 – Part 3 MS. Selden Supra 90 – Part 4 MS. Selden Supra 90 – Part 5,MS_Selden_Supra_90,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Selden_Supra_102_music_1,manuscript_8885,Selden_supra,MS_Selden_Supra_102,MS. Selden Supra 102,manuscript-composite,,MS_Selden_Supra_102,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
St_Johns_College_MS_42_music_1,manuscript_12042,St_Johns_College,St_Johns_College_MS_42,St John's College MS 42,manuscript,,St_Johns_College_MS_42,"Fols. 96v–vv, viv are covered with faded notes, including some music.",Fols. 96v–vv viv,96v viv,v-v viv,,,,,,,,,,,,,
St_Johns_College_MS_111_music_1,manuscript_12111,St_Johns_College,St_Johns_College_MS_111,St John's College MS 111,manuscript,,St_Johns_College_MS_111,"Notation, fol. 112v.",,,,,,,,,,,,,,,,
MS_Tanner_169-star_music_1,manuscript_8975,Tanner,MS_Tanner_169-star,MS. Tanner 169*,part,"MS. Tanner 169*, endleaf (pp. 175–176)",MS_Tanner_169-star-part2,Notation on p. 175.,,,,,,,,,,,,,,,,
MS_Tanner_169-star_music_2,manuscript_8975,Tanner,MS_Tanner_169-star,MS. Tanner 169*,fragment,"MS. Tanner 169*, endleaves (pp. 1–2, 177–178))",MS_Tanner_169-star-endleaves,"Pp. 1–2, 175–176 and 177–178 are ruled for both text and musical notation.",,,,,,,,,,,,,,,,
MS_Tanner_334_music_1,manuscript_9001,Tanner,MS_Tanner_334,MS. Tanner 334,manuscript,,MS_Tanner_334,"Square notation on 4 red lines: the prefaces on 7 long staves, the burial service (fol. 193) in 2 col. of 10 staves.",,,,,,,,,,,,,,,,
MS_Wood_empt_19_music_1,manuscript_9055,Wood,MS_Wood_empt_19,MS. Wood empt. 19,manuscript,,MS_Wood_empt_19,Square notation (pp. 190 ff.) on staves of 2–4 red lines.,,,,,,,,,,,,,,,,
MS_e_Mus_66_music_1,manuscript_9159,e_Musaeo,MS_e_Mus_66,MS. e Mus. 66,manuscript-composite,MS. e Mus. 66 – Part 1 MS. e Mus. 66 – Part 2,MS_e_Mus_66,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_e_Mus_76_music_1,manuscript_9161,e_Musaeo,MS_e_Mus_76,MS. e Mus. 76,manuscript,,MS_e_Mus_76,Notation on a three-line stave added in the margin of fol. 47r.,,,,,,,,,,,,,,,,
MS_e_Mus_126_music_1,manuscript_9082,e_Musaeo,MS_e_Mus_126,MS. e Mus. 126,manuscript,,MS_e_Mus_126,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_e_Mus_127_music_1,manuscript_9083,e_Musaeo,MS_e_Mus_127,MS. e Mus. 127,manuscript,,MS_e_Mus_127,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_e_Mus_136_music_1,manuscript_9087,e_Musaeo,MS_e_Mus_136,MS. e Mus. 136,manuscript,,MS_e_Mus_136,Neumatic notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
