metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
MS_Auct_F_3_3_binding_1,manuscript_647,Auct_F,MS_Auct_F_3_3,MS. Auct. F. 3. 3,MS_Auct_F_3_3,"Poor red leather (early 16th cent.) on older boards, probably Reading work. Cf. MS. Bodl. 413 (SC 2309).",,,,,1500,1525,,,12.5 in,318.0,318.0,8.125 in,206.0,206.0,,,,mm,True
MS_Auct_F_3_5_binding_1,manuscript_648,Auct_F,MS_Auct_F_3_5,MS. Auct. F. 3. 5,MS_Auct_F_3_5,White sheepskin (about A. D. 1600) over older sewing and boards.,,,,1600,1600,1600,,,10.875 in,276.0,276.0,8 in,203.0,203.0,,,,mm,True
MS_Auct_F_3_7_binding_1,manuscript_650,Auct_F,MS_Auct_F_3_7,MS. Auct. F. 3. 7,MS_Auct_F_3_7,11.25; 8,,,,,,,,,11.25 in,286.0,286.0,8 in,203.0,203.0,,,,mm,True
MS_Auct_F_3_9_binding_1,manuscript_652,Auct_F,MS_Auct_F_3_9,MS. Auct. F. 3. 9,MS_Auct_F_3_9,"White parchment on boards, clasps lost, English 15th-cent. work.",,,,,1400,1500,,,11.875 in,302.0,302.0,8.375 in,213.0,213.0,,,,mm,True
MS_Auct_F_3_10_binding_1,manuscript_633,Auct_F,MS_Auct_F_3_10,MS. Auct. F. 3. 10,MS_Auct_F_3_10,9.625; 6.5,,,,,,,,,9.625 in,244.0,244.0,6.5 in,165.0,165.0,,,,mm,True
MS_Auct_F_3_14_binding_1,manuscript_636,Auct_F,MS_Auct_F_3_14,MS. Auct. F. 3. 14,MS_Auct_F_3_14,"Plain white sheepskin on boards, English 15th (?) cent. work.",,,,,1400,1500,,,,,,,,,,,,,
MS_Auct_F_3_23_binding_1,manuscript_643,Auct_F,MS_Auct_F_3_23,MS. Auct. F. 3. 23,MS_Auct_F_3_23,"Red leather with stamped ornament, Italian work of about A.D. 1600.",,,,1600,1600,1600,,,,,,,,,,,,,
MS_Auct_F_3_24_binding_1,manuscript_644,Auct_F,MS_Auct_F_3_24,MS. Auct. F. 3. 24,MS_Auct_F_3_24,"Stamped red leather on boards, re-backed, perhaps early 16th cent. Continental work.",,,,,1500,1600,,,,,,,,,,,,,
MS_Auct_F_3_26_binding_1,manuscript_646,Auct_F,MS_Auct_F_3_26,MS. Auct. F. 3. 26,MS_Auct_F_3_26,"Dark purple morocco, with gold ornament (English, c. 1800)",,,,,1795,1805,,,12.625 in,321.0,321.0,9.5 in,241.0,241.0,,,,mm,True
MS_Auct_F_4_4_binding_1,manuscript_678,Auct_F,MS_Auct_F_4_4,MS. Auct. F. 4. 4,MS_Auct_F_4_4,"Stamped leather on boards, 15th cent. Eastern European work: presented by sir George More in 1604.",,,,,1400,1500,,,,,,,,,,,,,
MS_Auct_F_4_6_binding_1,manuscript_680,Auct_F,MS_Auct_F_4_6,MS. Auct. F. 4. 6,MS_Auct_F_4_6,"Is black leather, 16th cent., with the arms quarterly, 1st a lion passant gardant, 2nd and 3rd apparently argent, 4th or, with a crescent in chief for difference: presented by Richard Hare about 1603-5.",,,,,1500,1600,,,,,,,,,,,,,
MS_Auct_F_4_12_binding_1,manuscript_655,Auct_F,MS_Auct_F_4_12,MS. Auct. F. 4. 12,MS_Auct_F_4_12,"Green velvet, with brocade clasp and stamped ornament on the gilt edges, re-backed, 16th cent. English (?) work: by the same binder and scribe as no. 3080.",,,,,1500,1600,,,,,,,,,,,,,
MS_Auct_F_4_13_binding_1,manuscript_656,Auct_F,MS_Auct_F_4_13,MS. Auct. F. 4. 13,MS_Auct_F_4_13,"Stamped red leather on boards, with two, out of three, clasps lost, late 15th cent. Italian work.",,,,,1475,1500,,,,,,,,,,,,,
MS_Auct_F_4_15_binding_1,manuscript_658,Auct_F,MS_Auct_F_4_15,MS. Auct. F. 4. 15,MS_Auct_F_4_15,"Brown leather tooled in gold, Grolieresque, with figures on each side injured, no doubt Paris work about 1565.",,,,1565,1565,1565,,,,,,,,,,,,,
MS_Auct_F_4_16_binding_1,manuscript_659,Auct_F,MS_Auct_F_4_16,MS. Auct. F. 4. 16,MS_Auct_F_4_16,"Dark green leather with gold ornament, with figures on each side much injured, no doubt Paris work about 1565.",,,,1565,1565,1565,,,,,,,,,,,,,
MS_Auct_F_4_19_binding_1,manuscript_661,Auct_F,MS_Auct_F_4_19,MS. Auct. F. 4. 19,MS_Auct_F_4_19,8.625; 6.75,,,,,,,,,8.625 in,219.0,219.0,6.75 in,171.0,171.0,,,,mm,True
MS_Auct_F_4_21_binding_1,manuscript_663,Auct_F,MS_Auct_F_4_21,MS. Auct. F. 4. 21,MS_Auct_F_4_21,9.625; 7,,,,,,,,,9.625 in,244.0,244.0,7 in,178.0,178.0,,,,mm,True
MS_Auct_F_4_23_binding_1,manuscript_665,Auct_F,MS_Auct_F_4_23,MS. Auct. F. 4. 23,MS_Auct_F_4_23,7; 5.125,,,,,,,,,7 in,178.0,178.0,5.125 in,130.0,130.0,,,,mm,True
MS_Auct_F_4_24_binding_1,manuscript_666,Auct_F,MS_Auct_F_4_24,MS. Auct. F. 4. 24,MS_Auct_F_4_24,8.75; 6.125,,,,,,,,,8.75 in,222.0,222.0,6.125 in,156.0,156.0,,,,mm,True
MS_Auct_F_4_26_binding_1,manuscript_668,Auct_F,MS_Auct_F_4_26,MS. Auct. F. 4. 26,MS_Auct_F_4_26,8.375; 4.625,,,,,,,,,8.375 in,213.0,213.0,4.625 in,117.0,117.0,,,,mm,True
MS_Auct_F_4_27_binding_1,manuscript_669,Auct_F,MS_Auct_F_4_27,MS. Auct. F. 4. 27,MS_Auct_F_4_27,7.25; 5.25,,,,,,,,,7.25 in,184.0,184.0,5.25 in,133.0,133.0,,,,mm,True
MS_Auct_F_4_28_binding_1,manuscript_670,Auct_F,MS_Auct_F_4_28,MS. Auct. F. 4. 28,MS_Auct_F_4_28,8.875; 6.625,,,,,,,,,8.875 in,225.0,225.0,6.625 in,168.0,168.0,,,,mm,True
MS_Auct_F_4_29_binding_1,manuscript_671,Auct_F,MS_Auct_F_4_29,MS. Auct. F. 4. 29,MS_Auct_F_4_29,9.125; 4.25,,,,,,,,,9.125 in,232.0,232.0,4.25 in,108.0,108.0,,,,mm,True
MS_Auct_F_4_30_binding_1,manuscript_673,Auct_F,MS_Auct_F_4_30,MS. Auct. F. 4. 30,MS_Auct_F_4_30,9.125; 4.375,,,,,,,,,9.125 in,232.0,232.0,4.375 in,111.0,111.0,,,,mm,True
MS_Auct_F_4_31_binding_1,manuscript_674,Auct_F,MS_Auct_F_4_31,MS. Auct. F. 4. 31,MS_Auct_F_4_31,9.25; 6.75,,,,,,,,,9.25 in,235.0,235.0,6.75 in,171.0,171.0,,,,mm,True
MS_Auct_F_4_32_binding_1,manuscript_675,Auct_F,MS_Auct_F_4_32,MS. Auct. F. 4. 32,MS_Auct_F_4_32,"Russia leather, mid-19th-century.",,,,,1825,1875,,,,,,,,,,,,,
MS_Auct_F_4_33_binding_1,manuscript_676,Auct_F,MS_Auct_F_4_33,MS. Auct. F. 4. 33,MS_Auct_F_4_33,"Red leather on boards with gold ornament, four clasps lost, Italian.; Contemporary gold tooled leather binding, rebacked and resewn. (Pächt and Alexander ii. 625)",,,,,1450,1500,,,9.75 in,248.0,248.0,6.125 in,156.0,156.0,,,,mm,True
MS_Auct_F_4_34_binding_1,manuscript_677,Auct_F,MS_Auct_F_4_34,MS. Auct. F. 4. 34,MS_Auct_F_4_34,9.75; 7.5,,,,,,,,,9.75 in,248.0,248.0,7.5 in,191.0,191.0,,,,mm,True
MS_Auct_F_5_3_binding_1,manuscript_701,Auct_F,MS_Auct_F_5_3,MS. Auct. F. 5. 3,MS_Auct_F_5_3,8.75; 5.75,,,,,,,,,8.75 in,222.0,222.0,5.75 in,146.0,146.0,,,,mm,True
MS_Auct_F_5_4_binding_1,manuscript_705,Auct_F,MS_Auct_F_5_4,MS. Auct. F. 5. 4,MS_Auct_F_5_4,Brown leather gold tooled.,,,,,,,,,,,,,,,,,,,
MS_Auct_F_5_6_binding_1,manuscript_706,Auct_F,MS_Auct_F_5_6,MS. Auct. F. 5. 6,MS_Auct_F_5_6,17th century.,,,,,1600,1700,,,9.5 in,241.0,241.0,7.625 in,194.0,194.0,,,,mm,True
MS_Auct_F_5_7_binding_1,manuscript_707,Auct_F,MS_Auct_F_5_7,MS. Auct. F. 5. 7,MS_Auct_F_5_7,"Purple velvet, c. 1800, now in a green baize case.",,,,,1790,1810,,,,,,,,,,,,,
MS_Auct_F_5_8_binding_1,manuscript_708,Auct_F,MS_Auct_F_5_8,MS. Auct. F. 5. 8,MS_Auct_F_5_8,8.875; 6.375,,,,,,,,,8.875 in,225.0,225.0,6.375 in,162.0,162.0,,,,mm,True
MS_Auct_F_5_9_binding_1,manuscript_709,Auct_F,MS_Auct_F_5_9,MS. Auct. F. 5. 9,MS_Auct_F_5_9,"Brown leather on bevelled boards with plain tooling, late 16th cent. English work",,,,,1575,1600,,,8.125 in,206.0,206.0,5.875 in,149.0,149.0,,,,mm,True
MS_Auct_F_5_15_binding_1,manuscript_686,Auct_F,MS_Auct_F_5_15,MS. Auct. F. 5. 15,MS_Auct_F_5_15,9.25; 5.875,,,,,,,,,9.25 in,235.0,235.0,5.875 in,149.0,149.0,,,,mm,True
MS_Auct_F_5_16_binding_1,manuscript_687,Auct_F,MS_Auct_F_5_16,MS. Auct. F. 5. 16,MS_Auct_F_5_16,7.125; 4.75,,,,,,,,,7.125 in,181.0,181.0,4.75 in,121.0,121.0,,,,mm,True
MS_Auct_F_5_19_binding_1,manuscript_690,Auct_F,MS_Auct_F_5_19,MS. Auct. F. 5. 19,MS_Auct_F_5_19,7.5; 5,,,,,,,,,7.5 in,191.0,191.0,5 in,127.0,127.0,,,,mm,True
MS_Auct_F_5_21_binding_1,manuscript_692,Auct_F,MS_Auct_F_5_21,MS. Auct. F. 5. 21,MS_Auct_F_5_21,8.125 ; 5.5,,,,,,,,,8.125 in,206.0,206.0,5.5 in,140.0,140.0,,,,mm,True
MS_Auct_F_5_22_binding_1,manuscript_693,Auct_F,MS_Auct_F_5_22,MS. Auct. F. 5. 22,MS_Auct_F_5_22,"Bears the stamp, three closets wavy, in chief a mullet and crescent. in base a fleurde-lys, crest a mermaid issuant from a crown.",,,,,,,,,,,,,,,,,,,
MS_Auct_F_5_24_binding_1,manuscript_695,Auct_F,MS_Auct_F_5_24,MS. Auct. F. 5. 24,MS_Auct_F_5_24,8.125; 6.25,,,,,,,,,8.125 in,206.0,206.0,6.25 in,159.0,159.0,,,,mm,True
MS_Auct_F_5_25_binding_1,manuscript_696,Auct_F,MS_Auct_F_5_25,MS. Auct. F. 5. 25,MS_Auct_F_5_25,"Brown leather stamped with the arms of Hatton of Holdenby (details in SC); English work, 17th century, first quarter.",,,,,1600,1625,,,,,,,,,,,,,
MS_Auct_F_5_27_binding_1,manuscript_698,Auct_F,MS_Auct_F_5_27,MS. Auct. F. 5. 27,MS_Auct_F_5_27,7.625; 5.625,,,,,,,,,7.625 in,194.0,194.0,5.625 in,143.0,143.0,,,,mm,True
MS_Auct_F_6_1_binding_1,manuscript_710,Auct_F,MS_Auct_F_6_1,MS. Auct. F. 6. 1,MS_Auct_F_6_1,Part of a 15th cent. stamped leather German binding.,,,,,1400,1500,,,5.125 in,130.0,130.0,4 in,102.0,102.0,,,,mm,True
MS_Auct_F_6_2_binding_1,manuscript_711,Auct_F,MS_Auct_F_6_2,MS. Auct. F. 6. 2,MS_Auct_F_6_2,"Black leather with stamped gold ornament, clasps lost, Oxford late 16th cent. work.",,,,,1575,1600,,,5.25 in,133.0,133.0,4 in,102.0,102.0,,,,mm,True
MS_Auct_F_6_3_binding_1,manuscript_718,Auct_F,MS_Auct_F_6_3,MS. Auct. F. 6. 3,MS_Auct_F_6_3,6; 4.5,,,,,,,,,6 in,152.0,152.0,4.5 in,114.0,114.0,,,,mm,True
MS_Auct_F_6_4_binding_1,manuscript_719,Auct_F,MS_Auct_F_6_4,MS. Auct. F. 6. 4,MS_Auct_F_6_4,8.125; 4.625,,,,,,,,,8.125 in,206.0,206.0,4.625 in,117.0,117.0,,,,mm,True
MS_Auct_F_6_5_binding_1,manuscript_720,Auct_F,MS_Auct_F_6_5,MS. Auct. F. 6. 5,MS_Auct_F_6_5,8; 5.375,,,,,,,,,8 in,203.0,203.0,5.375 in,137.0,137.0,,,,mm,True
MS_Auct_F_6_6_binding_1,manuscript_721,Auct_F,MS_Auct_F_6_6,MS. Auct. F. 6. 6,MS_Auct_F_6_6,7.75; 5.75,,,,,,,,,7.75 in,197.0,197.0,5.75 in,146.0,146.0,,,,mm,True
MS_Auct_F_6_7_binding_1,manuscript_722,Auct_F,MS_Auct_F_6_7,MS. Auct. F. 6. 7,MS_Auct_F_6_7,9.375; 6.75,,,,,,,,,9.375 in,238.0,238.0,6.75 in,171.0,171.0,,,,mm,True
MS_Auct_F_6_8_binding_1,manuscript_723,Auct_F,MS_Auct_F_6_8,MS. Auct. F. 6. 8,MS_Auct_F_6_8,9; 6.75,,,,,,,,,9 in,229.0,229.0,6.75 in,171.0,171.0,,,,mm,True
MS_Auct_F_6_9_binding_1,manuscript_724,Auct_F,MS_Auct_F_6_9,MS. Auct. F. 6. 9,MS_Auct_F_6_9,7; 5.125,,,,,,,,,7 in,178.0,178.0,5.125 in,130.0,130.0,,,,mm,True
MS_Auct_F_6_27_binding_1,manuscript_716,Auct_F,MS_Auct_F_6_27,MS. Auct. F. 6. 27,MS_Auct_F_6_27,Post-1600 (19th-century (?)) binding.,,,,,1800,,,,,,,,,,,,,,
MS_Auct_F_6_28_binding_1,manuscript_717,Auct_F,MS_Auct_F_6_28,MS. Auct. F. 6. 28,MS_Auct_F_6_28,"Stamped leather on boards with gold ornament, Italian contemporary work, with four sets of clasp fittings (clasps lost and volume rebacked), in a green baize cover",,,,,1430,1500,,,10.5 in,267.0,267.0,7.625 in,194.0,194.0,,,,mm,True
MS_Auct_F_inf_1_1_binding_1,manuscript_725,Auct_F,MS_Auct_F_inf_1_1,MS. Auct. F. inf. 1. 1,MS_Auct_F_inf_1_1,"Stamped leather on boards, re-backed but with the old back inserted, clasps lost; Oxford, early 17th century.",,,,,1600,1625,,,,,,,,,,,,,
MS_Auct_F_inf_1_2_binding_1,manuscript_728,Auct_F,MS_Auct_F_inf_1_2,MS. Auct. F. inf. 1. 2,MS_Auct_F_inf_1_2,"White sheepskin on oak boards, early 15th cent. English work. Endleaves from this binding are now MS. Lat. th. e. 4 (SC 1926*).",,,,,1400,1425,,,14.375 in,365.0,365.0,10 in,254.0,254.0,,,,mm,True
MS_Auct_F_inf_1_3_binding_1,manuscript_729,Auct_F,MS_Auct_F_inf_1_3,MS. Auct. F. inf. 1. 3,MS_Auct_F_inf_1_3,"Plain white leather on bevelled boards, 14th cent. (?) English work, injured and repaired (S.C.). Medieval binding, with parchment title at the top of the outside of the lower board, with a table of contents (s. xiv). There is a nail mark for strap fastening on the lower cover (MLGB3).",,,,,1300,1400,,,,,,,,,,,,,
MS_Auct_T_2_22_binding_1,manuscript_773,Auct_T,MS_Auct_T_2_22,MS. Auct. T. 2. 22,MS_Auct_T_2_22,19th/20th-century plain brown calf (post-1824); marbled endpapers. Binder’s(?) reference number in pencil ‘63/921’ (fol. iir).,,,,,1824,1950,,,,,,,,,,,,,
MS_Auct_T_6_1_binding_1,manuscript_852,Auct_T,MS_Auct_T_6_1,MS. Auct. T. 6. 1,MS_Auct_T_6_1,Leather with a pattern on the spine (18th century),,,,,1700,1800,,,6.25 in,159.0,159.0,4.125 in,105.0,105.0,,,,mm,True
MS_Auct_T_6_4_binding_1,manuscript_853,Auct_T,MS_Auct_T_6_4,MS. Auct. T. 6. 4,MS_Auct_T_6_4,8.375; 5.75,,,,,,,,,8.375 in,213.0,213.0,5.75 in,146.0,146.0,,,,mm,True
MS_Auct_T_6_7_binding_1,manuscript_855,Auct_T,MS_Auct_T_6_7,MS. Auct. T. 6. 7,MS_Auct_T_6_7,7.25; 4.75,,,,,,,,,7.25 in,184.0,184.0,4.75 in,121.0,121.0,,,,mm,True
MS_Auct_T_inf_2_2_binding_1,manuscript_866,Auct_T,MS_Auct_T_inf_2_2,MS. Auct. T. inf. 2. 2,MS_Auct_T_inf_2_2,12.75; 10,,,,,,,,,12.75 in,324.0,324.0,10 in,254.0,254.0,,,,mm,True
MS_Auct_T_inf_2_4_binding_1,manuscript_868,Auct_T,MS_Auct_T_inf_2_4,MS. Auct. T. inf. 2. 4,MS_Auct_T_inf_2_4,"Stamped white leather of a common type, German contemporary work, worn.",,,True,,,,,,,,,,,,,,,,
MS_Rawl_G_104_binding_1,manuscript_8485,Awl_G,MS_Rawl_G_104,MS. Rawl. G. 104,MS_Rawl_G_104,8.5; 5.75,,,,,,,,,8.5 in,216.0,216.0,5.75 in,146.0,146.0,,,,mm,True
MS_Barlow_1_binding_1,manuscript_876,Barlow,MS_Barlow_1,MS. Barlow 1,MS_Barlow_1,"Stamped brown leather, about 1680, rebacked.",,,,1680,1680,1680,,,,,,,,,,,,,
MS_Barlow_3_binding_1,manuscript_892,Barlow,MS_Barlow_3,MS. Barlow 3,MS_Barlow_3,12.4; 10.6,,,,,,,,,12.4 in,315.0,315.0,10.6 in,269.0,269.0,,,,mm,True
MS_Barlow_4_binding_1,manuscript_903,Barlow,MS_Barlow_4,MS. Barlow 4,MS_Barlow_4,"Stamped brown leather, English work, rebacked",,,,,,,,,14.6 in,371.0,371.0,11 in,279.0,279.0,,,,mm,True
MS_Barlow_5_binding_1,manuscript_914,Barlow,MS_Barlow_5,MS. Barlow 5,MS_Barlow_5,"Brown leather, 17th-cent. English work.",,,,,1600,1700,,,,,,,,,,,,,
MS_Barlow_6_binding_1,manuscript_918,Barlow,MS_Barlow_6,MS. Barlow 6,MS_Barlow_6,"Stamped brown leather, late 17th-cent. English work, rebacked.",,,,,1675,1700,,,,,,,,,,,,,
MS_Barlow_7_binding_1,manuscript_919,Barlow,MS_Barlow_7,MS. Barlow 7,MS_Barlow_7,"Stamped brown leather, late 17th-century English work, rebacked.",,,,,1675,1700,,,12.75 in,324.0,324.0,8.375 in,213.0,213.0,,,,mm,True
MS_Barlow_11_binding_1,manuscript_877,Barlow,MS_Barlow_11,MS. Barlow 11,MS_Barlow_11,"White leather on paper boards, 17th century",,,,,1600,1700,,,317.5 mm,317.5,317.5,222.25 mm,222.25,222.25,,,,mm,False
MS_Barlow_12_binding_1,manuscript_878,Barlow,MS_Barlow_12,MS. Barlow 12,MS_Barlow_12,"Blind-tooled brown leather on bevelled boards, with roll-produced borders, probably London work of about A.D. 1600.",,,,1600,1600,1600,,,,,,,,,,,,,
MS_Barlow_14_binding_1,manuscript_879,Barlow,MS_Barlow_14,MS. Barlow 14,MS_Barlow_14,"Blind-tooled brown leather with roll-produced border, early 17th-cent. English work.",,,,,1600,1625,,,,,,,,,,,,,
MS_Barlow_15_binding_1,manuscript_880,Barlow,MS_Barlow_15,MS. Barlow 15,MS_Barlow_15,Brown leather with roll-produced border,,,,,1450,1800,,,12.1 in,307.0,307.0,7.9 in,201.0,201.0,,,,mm,True
MS_Barlow_16_binding_1,manuscript_881,Barlow,MS_Barlow_16,MS. Barlow 16,MS_Barlow_16,"Brown leather, with roll-produced border",,,,,1450,1800,,,11.9 in,302.0,302.0,8.6 in,218.0,218.0,,,,mm,True
MS_Barlow_20_binding_1,manuscript_882,Barlow,MS_Barlow_20,MS. Barlow 20,MS_Barlow_20,"17th-century English work, rebacked.",,,,,1600,1700,,,12.8 in,325.0,325.0,6.5 in,165.0,165.0,,,,mm,True
MS_Barlow_21_binding_1,manuscript_883,Barlow,MS_Barlow_21,MS. Barlow 21,MS_Barlow_21,"Blind-tooled brown leather, 17th-cent. English work.",,,,,1600,1700,,,,,,,,,,,,,
MS_Barlow_22_binding_1,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,MS_Barlow_22,"English medieval binding: faded, originally red 15th-century (?), skin chemise over white (?) skin over 14th-century (?) bevelled oak boards. Two nail-holes in the inner face of the back board are traces of two clasps of the former binding; traces of a later single clasp attaching from the middle of the front board to the middle of the back board. Sewn on six tawed straps, pegged into horizontal channels in the inner faces of the boards. ‘22’ painted white on spine. Bodleian paper label on spine ‘Arch. F. || d. 5’. Upper pastedown, currently detached, is fol. i; parchment lower pastedown. Painted edges of the textblock, including fleurs-de-lis and leopards (cf. Beatus-initial).",,,,,1400,1500,,,,,,,,,,,,,
MS_Barlow_23_binding_1,manuscript_885,Barlow,MS_Barlow_23,MS. Barlow 23,MS_Barlow_23,Blind-tooled brown leather.,,,,,,,,,9.4 in,239.0,239.0,6.2 in,157.0,157.0,,,,mm,True
MS_Barlow_25_binding_1,manuscript_887,Barlow,MS_Barlow_25,MS. Barlow 25,MS_Barlow_25,"Stamped brown calf, late 17th-cent. English work.",,,,,1675,1700,,,,,,,,,,,,,
MS_Barlow_26_binding_1,manuscript_888,Barlow,MS_Barlow_26,MS. Barlow 26,MS_Barlow_26,"Blind-tooled brown leather on boards, late 17th-cent. English work.",,,,,1675,1700,,,,,,,,,,,,,
MS_Barlow_28_binding_1,manuscript_890,Barlow,MS_Barlow_28,MS. Barlow 28,MS_Barlow_28,"Purple velvet, rebacked, with brass Tudor portcullises as bosses at each corner (one wanting) and portions of two clasps, contemporary English work.",,,True,,,,,,,,,,,,,,,,
MS_Barlow_29_binding_1,manuscript_891,Barlow,MS_Barlow_29,MS. Barlow 29,MS_Barlow_29,11.9; 8.1,,,,,,,,,11.9 in,302.0,302.0,8.1 in,206.0,206.0,,,,mm,True
MS_Barlow_30_binding_1,manuscript_893,Barlow,MS_Barlow_30,MS. Barlow 30,MS_Barlow_30,"Blind-tooled brown leather, late 17th-cent. English work.",,,,,1675,1700,,,,,,,,,,,,,
MS_Barlow_32_binding_1,manuscript_895,Barlow,MS_Barlow_32,MS. Barlow 32,MS_Barlow_32,"Contemporary, red leather upon bevelled boards, two brass and leather clasps, one broken.",,,True,,,,,,,,,,,,,,,,
MS_Barlow_33_binding_1,manuscript_896,Barlow,MS_Barlow_33,MS. Barlow 33,MS_Barlow_33,"Red leather on bevelled boards, with one clasp, now lost, 15th-cent. English work, rebacked.",,,,,1400,1500,,,,,,,,,,,,,
MS_Barlow_37_binding_1,manuscript_900,Barlow,MS_Barlow_37,MS. Barlow 37,MS_Barlow_37,"Stamped brown leather, blind-tooled.",,,,,,,,,,,,,,,,,,,
MS_Barlow_38_binding_1,manuscript_901,Barlow,MS_Barlow_38,MS. Barlow 38,MS_Barlow_38,"Red leather on bevelled boards, traces of one clasp, and two brass bosses on outer back cover.",,,,,,,,,,,,,,,,,,,
MS_Barlow_40_binding_1,manuscript_904,Barlow,MS_Barlow_40,MS. Barlow 40,MS_Barlow_40,9.4; 5.6,,,,,,,,,9.4 in,239.0,239.0,5.6 in,142.0,142.0,,,,mm,True
MS_Barlow_41_binding_1,manuscript_905,Barlow,MS_Barlow_41,MS. Barlow 41,MS_Barlow_41,"Brown leather on boards, English 15th-cent. work.",,,,,1400,1500,,,,,,,,,,,,,
MS_Barlow_44_binding_1,manuscript_908,Barlow,MS_Barlow_44,MS. Barlow 44,MS_Barlow_44,11.9; 8.1,,,,,,,,,11.9 in,302.0,302.0,8.1 in,206.0,206.0,,,,mm,True
MS_Barlow_45_binding_1,manuscript_909,Barlow,MS_Barlow_45,MS. Barlow 45,MS_Barlow_45,"White parchment on boards, traces of clasp, central boss on outer back cover, and of four bosses on outer front cover.",,,,,,,,,,,,,,,,,,,
MS_Barlow_46_binding_1,manuscript_910,Barlow,MS_Barlow_46,MS. Barlow 46,MS_Barlow_46,"Stamped red leather on boards, brass clasp, contemporary English work.",,,True,,,,,,,,,,,,,,,,
MS_Barlow_47_binding_1,manuscript_911,Barlow,MS_Barlow_47,MS. Barlow 47,MS_Barlow_47,Stamped brown leather on boards.,,,,,,,,,,,,,,,,,,,
MS_Barlow_48_binding_1,manuscript_912,Barlow,MS_Barlow_48,MS. Barlow 48,MS_Barlow_48,"White parchment on bevelled boards, 15th-cent. English work.",,,,,1400,1500,,,,,,,,,,,,,
MS_Barlow_49_binding_1,manuscript_913,Barlow,MS_Barlow_49,MS. Barlow 49,MS_Barlow_49,"Brown leather, gold-tooled, on boards, with the arms of sir Robert Cotton on the outer front cover.",,,,,1575,1625,,,,,,,,,,,,,
MS_Barlow_50_binding_1,manuscript_915,Barlow,MS_Barlow_50,MS. Barlow 50,MS_Barlow_50,"Wooden boards backed with vellum, indented along top edge.",,,,,,,,,,,,,,,,,,,
MS_Barlow_55_binding_1,manuscript_917,Barlow,MS_Barlow_55,MS. Barlow 55,MS_Barlow_55,14.4; 10.4,,,,,,,,,14.4 in,366.0,366.0,10.4 in,264.0,264.0,,,,mm,True
MS_Barocci_4_binding_1,manuscript_1097,Barocci,MS_Barocci_4,MS. Barocci 4,MS_Barocci_4,"Binding of brown-stamped brown leather, 18th cent. (?).",,,,,1700,1800,,Gregorian,,,,,,,,,,,
MS_Barocci_10_binding_1,manuscript_922,Barocci,MS_Barocci_10,MS. Barocci 10,MS_Barocci_10,"Binding of blind-stamped brown leather, 17th–18th cent.",,,,,1600,1800,,Gregorian,,,,,,,,,,,
MS_Barocci_11_binding_1,manuscript_933,Barocci,MS_Barocci_11,MS. Barocci 11,MS_Barocci_11-part2,"Binding blind-stamped brown leather, 17th–18th cent.",,,,,1600,1800,,Gregorian,,,,,,,,,,,
MS_Barocci_12_binding_1,manuscript_944,Barocci,MS_Barocci_12,MS. Barocci 12,MS_Barocci_12,"Blind-stamped brown leather, in late Byzantine style, 15th–16th cent. except for the spine (repaired recently).",,,,,1400,1600,,Gregorian,,,,,,,,,,,
MS_Barocci_16_binding_1,manuscript_988,Barocci,MS_Barocci_16,MS. Barocci 16,MS_Barocci_16,"Blind-stamped brown leather, 17th–18th cent.",,,,,1600,1700,,Gregorian,,,,,,,,,,,
MS_Barocci_17_binding_1,manuscript_999,Barocci,MS_Barocci_17,MS. Barocci 17,MS_Barocci_17,"Brown-stamped brown leather, early 18th cent.",,,,,1700,1710,,Gregorian,,,,,,,,,,,
MS_Barocci_18_binding_1,manuscript_1010,Barocci,MS_Barocci_18,MS. Barocci 18,MS_Barocci_18,"Blind-stamped brown leather, 17th–18th cent.",,,,,1600,1800,,Gregorian,,,,,,,,,,,
MS_Barocci_20_binding_1,manuscript_1034,Barocci,MS_Barocci_20,MS. Barocci 20,MS_Barocci_20,"Binding of blind-stamped brown leather over wood, late Byzantine style, 15th–16th cent.; hunting-scene stamps, spine modern.",,,,,1400,1600,,Gregorian,,,,,,,,,,,
MS_Barocci_22_binding_1,manuscript_1056,Barocci,MS_Barocci_22,MS. Barocci 22,MS_Barocci_22,"Binding of blind-stamped brown leather, 18th cent. (?).",,,,,1700,1800,,,,,,,,,,,,,
MS_Barocci_23_binding_1,manuscript_1067,Barocci,MS_Barocci_23,MS. Barocci 23,MS_Barocci_23,"Binding of blind-stamped brown leather over wood, in late Byzantine style, 15th–16th cent.; hunting-scene stamps.",,,,,1400,1600,,Gregorian,,,,,,,,,,,
