metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Holkham_Gr_16_addition_1,manuscript_6137,Holkham_gr,MS_Holkham_Gr_16,MS. Holkham Gr. 16,manuscript,,MS_Holkham_Gr_16,fol. IIIr: top margin Ὀκτωβρίω λα´.τοῦ ἁγίου μάρτυρος Ἐπιμάχου. Ζήτει εἰς φύλλον ρϟθ´.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_16_addition_2,manuscript_6137,Holkham_gr,MS_Holkham_Gr_16,MS. Holkham Gr. 16,manuscript,,MS_Holkham_Gr_16,Lower margin further notes.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_16_addition_3,manuscript_6137,Holkham_gr,MS_Holkham_Gr_16,MS. Holkham Gr. 16,manuscript,,MS_Holkham_Gr_16,"Occasional notes marking point of interest in hand of Morezenos (e.g. fol.68r, 76v, 77r, passim).",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_16_addition_4,manuscript_6137,Holkham_gr,MS_Holkham_Gr_16,MS. Holkham Gr. 16,manuscript,,MS_Holkham_Gr_16,fol. 91v: pen-trial copying part of the facing text.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_18_addition_1,manuscript_6139,Holkham_gr,MS_Holkham_Gr_18,MS. Holkham Gr. 18,manuscript,,MS_Holkham_Gr_18,"(Pen trials) fols 96v, 105v, 167v",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_1,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,fols iii-iv: Pen- trials,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_2,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,fol. iiir: a sketch of a female Saint;,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_3,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Κύριε ὁ τὸν θάνατον σκϋλεῦσας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_4,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Κύριε ὁ τὸν λάζαρον ἀνστίςας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_5,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Ἀνάστασιν Χριστοῦ θεασάμενοι,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_6,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Προσκυνήσωμεν ἅγιον Κύριον Ἰησοῦν,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_7,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Τὸν μόνον ἀναμάρτιτον,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_8,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,fols iiir: + ὅμως πολλὰ δϊε(?)…ονίςας κα]ι συντρίψας σκϋ καὶ σϋν ἡμῖν σὺν αὐτῷ ἔστϊσας αὐτὰ ἀφέντι δέσποτα μουρζήνη χέρι ἐν κυρίῳ καὶ ἐσαυ καὶ ἠ συντροφία,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_9,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,"fol. Ivr: Ὁ βΐος ῀Ης ἀκαταλήπτου Θεοῦ περὶ τὸ βρότειον γένος ὑπεραγάθου … written three times, in the third version φιλ/ καὶ μεγάλου ἐναυ is added.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_20_addition_10,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,"fol. 219r: scribal colophon in form of a book epigram + Θεοῦ διδόντος οὐδὲν/ ἰσχΰει φθόνος· καὶ μὴ δϊ/δόντος, οὐδὲν ἰσχύει πόνος. See DBBE http://www.dbbe.ugent.be/typ/350",,,,,,,,,,,,,,,,http://www.dbbe.ugent.be/typ/350,http://www.dbbe.ugent.be/typ/350
MS_Holkham_Gr_20_addition_11,manuscript_6142,Holkham_gr,MS_Holkham_Gr_20,MS. Holkham Gr. 20,manuscript,,MS_Holkham_Gr_20,Intermittent annotations in hand of Morezenos.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_22_addition_1,manuscript_6144,Holkham_gr,MS_Holkham_Gr_22,MS. Holkham Gr. 22,manuscript,,MS_Holkham_Gr_22,"Marginalia: fol. 393r (at the bottom): + δἐσποτά μου ἅγιε· μὴδὲν ἔχεις βάρος· διὰτὶ τὸ ἀντιβόλαιον ὅλον ἔναι διεφθαρμένον…: fol. 398v (at the bottom): + Χριστὲ κατἄρχου, τῶν ἐμῶν πονημάτων.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_23_addition_1,manuscript_6145,Holkham_gr,MS_Holkham_Gr_23,MS. Holkham Gr. 23,manuscript,,MS_Holkham_Gr_23,"fol. IIIv: Εἰς ᾳχζ´τὸν Ἰανουάριον.| + Τὸν παρόντα χρόνον ἔγινεν μεγάλος χειμὼν καὶ περίσα δυνατός,| καὶ ἔκαμεν τὸν μήναν τὸν δικέμβριον καὶ νοέμβριον πολλὰ νερά.| ὁποὺ ἄλλοτες δὲν ἔκαμεν τόσα, καὶ τῶρα τὸν μῆνα Ἰανουάριον| ἐγίννηκεν μιὰ χιωνιά, καὶ κριῶταις τόσα δυναταῖς, | ἀποῦ δὲν θυμοῦμεσθαν ποτὲ ἔτοιαις. καὶ ὅλον τὸ νυσῆ ἐχιωνήστη| εἰς πολλὴν ποσότητα. καὶ μέσα εἰς τὴν χώραν ἔγινεν τὸ ὅμοιον καὶ| ἐστάθηκεν ὡς πήχην, καὶ ἔκρατεν πολλαῖς ὥραις. καὶ ὅλοι τὸ εἴχαν ὀδιὰ θαυμαστόν.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_23_addition_2,manuscript_6145,Holkham_gr,MS_Holkham_Gr_23,MS. Holkham Gr. 23,manuscript,,MS_Holkham_Gr_23,"Εἰς ᾳχη´τὸν νοεμβρίον.| Τὸν παρόντα χρόνον ἐφάνηκεν εἰς τὸν οὐρανὸν ἕνας ὡς ὁμοίωμα ἀστέρος καὶ τοῦτον| ὑπολαμβάνωμεν νὰ ἦτον ὁ αὐγερηνὸς καὶ εἶχε μίαν λάμψιν καὶ μίαν φλόγαν| εἰς τὴν καρδίαν καὶ εὔγενεν ἔξω ὡσᾶν νὰ εἶχεν τὴν δειώχνη νὰ τὴν| φυσά ὁ ἴδιος ἀστέρας· καὶ ἄλλον ὡς ἕνα σπαθὴ τούρκικον, καὶ ἦν θαυμαστὸν| καὶ ἐφάνηκεν εἰς πολλαῖς φοραῖς.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_23_addition_3,manuscript_6145,Holkham_gr,MS_Holkham_Gr_23,MS. Holkham Gr. 23,manuscript,,MS_Holkham_Gr_23,"(See Kakoulidi, ‘ Ὁ Ἰωάννης Μορεζῆνος καὶ τὸ ἔργο του’, 53, esp. fn. 10)",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_26_addition_1,manuscript_6148,Holkham_gr,MS_Holkham_Gr_26,MS. Holkham Gr. 26,manuscript,,MS_Holkham_Gr_26,"fol 240r: Morezenos family deaths recorded for 1551–1569: (hand 1) ᾳφνα´σεπτεβρίω κα´· ἐκειμήθη ἡ μακαρία δούλη τοῦ θεοῦ μαρία πρεσβειτερήσα· αἰωνία της ἡ μνήμη· / (hand 2) + ᾳφξζ´ σεπτεβρίω κα´ἐκοιμήθη ὁ δοῦλος τοῦ θεοῦ ἰωννᾶς μοναχὸς ὁ μορζῆς ὁ ὑιὸς τῆς μαρίας πεσβυτέρας: αἰωνία ἡ μνήμη. ᾳφξη´φευρουαρίω θ´ ἐκοιμήθη ὁ δοῦλος τοῦ θεοῦ μαλαχίας ἱερομοναχὸς ἀνὴρ τῆς μαρίας πρεσβυτέρας καὶ πατὴρ τοῦ ἰωνᾶ μοναχοῦ. αἰωνία ἡ μνήμη. / ᾳφξθ´ἰανουαρίω κβ´ ἐκοιμήθη ὁ δοῦλος τοῦ θεοῦ ἄνθιμος μορζῆς καὶ ἔγκονας τοῦ μαλαχίου καὶ μαρίας πρεσβυτέρας. αἰωνία ἡ μνήμη. See Ε. Kakoulidi, ‘Ὁ Ἰωάννης Μορεζῆνος καὶ τὸ ἔργο του᾽, Κρητικὰ Χρονικά,22 (1970) 40; E. Kakoulidi-Panou, E. Karantzola, M. Chalvatzidaki (eds), Ιωάννης Μορεζήνος, Κλίνη Σολομώντος, Ιστορίες Θαυμάτων της Παναγίας [1599], Herakleio 2007, κγ΄; (hand 2?): In a circle; Τὸ ἡ ἀσώματος φύσις τὰ χερουβὶμ, εἰσὴν, ποίημα· τοῦ ἱάσωνος αἰρετικοῦ· γεγονότος ὕστερον.",,,,,,,,,,,,,,,"Κρητικὰ Χρονικά,; Ιωάννης Μορεζήνος, Κλίνη Σολομώντος, Ιστορίες Θαυμάτων της Παναγίας [1599]",,
MS_Holkham_Gr_27_addition_1,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,"fols 1r, 61r, 100r: + ἐλέησόν με χ(ριστ)έ μου",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_27_addition_2,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,"fols 60v, 116v, 228v-230r: pen-trials.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_27_addition_3,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,"fols 178r, 327r, 328v, 329r: M. Morezenos’s annotations",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_27_addition_4,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,"fols 240r, 309v: pen-trials in form of sketches.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_27_addition_5,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,"fol. 265r: marginal notes, explaining the main text.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_27_addition_6,manuscript_6149,Holkham_gr,MS_Holkham_Gr_27,MS. Holkham Gr. 27,manuscript,,MS_Holkham_Gr_27,fol. 326v: δόξα σοι ὁ θ(εὸ)ς ἡμῶν δόξα σοι. The first initial in red ink.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_28_addition_1,manuscript_6150,Holkham_gr,MS_Holkham_Gr_28,MS. Holkham Gr. 28,manuscript,,MS_Holkham_Gr_28,fol. 1r: Book Epigram on top of the text: + ἀρχῆς καλλίστης ἀγαθὸν δοίης τέλος/ ἡ τρισοπαντέλειος ἀγαθαρχία. See DBBE for other occurrences.,,,,,,,,,,,,,,,,DBBE,http://www.dbbe.ugent.be/typ/2841
MS_Holkham_Gr_28_addition_2,manuscript_6150,Holkham_gr,MS_Holkham_Gr_28,MS. Holkham Gr. 28,manuscript,,MS_Holkham_Gr_28,fol. 310r: φυ-311 ὡς οἶμαι δὲ λόγοι 53.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_28_addition_3,manuscript_6150,Holkham_gr,MS_Holkham_Gr_28,MS. Holkham Gr. 28,manuscript,,MS_Holkham_Gr_28,fol. 310r: (in M. Morezenos’ hand) ὅτι τὴν μαρτυρίαν ἐξ᾽ αὐτοῦ τοῦ ὑιοῦ τοῦ τα πάντα εἰδότος ἔχομεν περὶ τοῦ ἁγίου πνεύματος.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_28_addition_4,manuscript_6150,Holkham_gr,MS_Holkham_Gr_28,MS. Holkham Gr. 28,manuscript,,MS_Holkham_Gr_28,ὁ ἐκ τοῦ πατρὸς ἐκπορεύεται / πνεῦμα πατρὸς λέγωμεν πνεῦμα ὑιοῦ λέγομεν τὸ δὲ ἐκ τοῦ υἱοῦ οὐ λέγομεν./ ὅρας τὴν αἰτίαν δι᾽ην ἐκ τοῦ υἱοῦ οὐ λέγομεν ὅτι αὐτὸς ὁ υἱὸς φημι μαρτυρεῖ ἐξ᾽ αὐτοῦ εκπορεύεσθαι(?)./ Next in two columns; column a) πάντα ὅσα ἔχει ὁ πατὴρ ἔχει καὶ ὁ υἱὸς / τὴν ἐκπόρευσιν ἔχει ὁ πατὴρ/ ἄρα τὴν ἐκπόρευσιν ἔχει καὶ ὁ υἱὸς. column b) εἰ τὴν ἐκπόρευσιν ἔχει καὶ ὁ υἱὸς ὅταν τὰ πάντα ὅσα ἔχει/ ὁ πατὴρ καὶ ὁ υἱὸς ἅμα ἄρα χρῆ ἔχειν καὶ τὸν υἱὸν τὴν/ ἀγεννησίαν ἣν μὲν ἔχει ὁ πατὴρ Ἰδίως/ πάντα ὅσα ἔχει ὁ πατὴρ καὶ ὁ υἱὸς / τὴν ἀγεννησίαν ἔχει ὁ πατὴρ/ ἄρα τὴν ἀγεννησίαν ἔχει καὶ ὁ υἱὸς,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_28_addition_5,manuscript_6150,Holkham_gr,MS_Holkham_Gr_28,MS. Holkham Gr. 28,manuscript,,MS_Holkham_Gr_28,There are many annotations by Markos Morezenos.,,,,,,,,,,,,Markos Morezenos,person_2704,,,,
MS_Holkham_Gr_29_addition_1,manuscript_6151,Holkham_gr,MS_Holkham_Gr_29,MS. Holkham Gr. 29,manuscript,,MS_Holkham_Gr_29,"fol. 141v, memoire of an earthquake of 16. 9. 1237: + μηνὶ σεπτεβρίω ις´ ἰνδ. ιγ´ ἔτει/ ιςψμς´ ἐπὶ τῆς βασιλίας ἰωάννου καὶ εἰρήνης· καὶ ἁγιωτάτου καὶ οἰκου/μενηκοῦ πατριἄρχου τοῦ κυρ γερμανοῦ/ ἐγένετο ὁ μέγας, σισμός.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_29_addition_2,manuscript_6151,Holkham_gr,MS_Holkham_Gr_29,MS. Holkham Gr. 29,manuscript,,MS_Holkham_Gr_29,"+ Επαρελαβόθην ἡ πόλις ἔτει/ ιςψξθ´. See P. Ioannou, 10 (fn 1), Hutter, CBM III, 155. The entire memoire is repeated on fol. 142r.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_29_addition_3,manuscript_6151,Holkham_gr,MS_Holkham_Gr_29,MS. Holkham Gr. 29,manuscript,,MS_Holkham_Gr_29,"fol. 142r: Two unidentified later texts, ca 16th c.: inc. + ἐκ λευκῆς πέτρας … des. ἀναστήσονται. inc. τῆ καλοῦνται … des. τουτου τὴν […]",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_29_addition_4,manuscript_6151,Holkham_gr,MS_Holkham_Gr_29,MS. Holkham Gr. 29,manuscript,,MS_Holkham_Gr_29,"fol. 142v: Beginning of an imperfect epistle to a Bishop, inc. Τολμῶν ὄλου … des. ἠ γραφή σου συμ(.)ναξει […]",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_30_addition_1,manuscript_6153,Holkham_gr,MS_Holkham_Gr_30,MS. Holkham Gr. 30,manuscript,,MS_Holkham_Gr_30,Substantially annotated by M. Morezenos.,,,,,,,,,,,,M. Morezenos,person_2704,,,,
MS_Holkham_Gr_32_addition_1,manuscript_6155,Holkham_gr,MS_Holkham_Gr_32,MS. Holkham Gr. 32,manuscript,,MS_Holkham_Gr_32,fol. 281r (written vertically): ὅρα ἠθοποιΐαν.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_34_addition_1,manuscript_6157,Holkham_gr,MS_Holkham_Gr_34,MS. Holkham Gr. 34,manuscript,,MS_Holkham_Gr_34,Several marginal comments by Basil elachistos.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_35_addition_1,manuscript_6158,Holkham_gr,MS_Holkham_Gr_35,MS. Holkham Gr. 35,manuscript,,MS_Holkham_Gr_35,fol 15v: pen trial,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_37_addition_1,manuscript_6160,Holkham_gr,MS_Holkham_Gr_37,MS. Holkham Gr. 37,manuscript,,MS_Holkham_Gr_37,"Heavily annotated by Morezenos, possibly John Morezenos?",,,,,,,,,,,,John Morezenos,person_106872042,,,,
MS_Holkham_Gr_37_addition_2,manuscript_6160,Holkham_gr,MS_Holkham_Gr_37,MS. Holkham Gr. 37,manuscript,,MS_Holkham_Gr_37,"fol. iiir, possibly in hand of Markos Morezenos= hand 1a? see Ε. Kakoulidi, ‘Ὁ Ἰωάννης Μορεζῆνος καὶ τὸ ἔργο του’, Κρητικὰ Χρονικά 22 (1970) 45. ἐνθυμοῦ πᾶς ἀνὴρ διαφέρει γυναικ(ὸς) οὐδὲν τῶν ὑστερογεν(νῶν) ἐστὶν ἀνὴρ πᾶν τὸ πρώτερον ἄρχει τοῦ ὑστερογενοῦς, ὃ ἐστὶ γυνὴ πᾶς ἀνὴρ ἐστὶ τὸ πρῶτερον ἄρα πᾶς ἀνὴρ τοῦ ὑστερογενοῦς, ὃ ἐστὶ γυνὴ κατὰ τοῦ λέγοντος ὅστις ἡ γυνὴ (ἐ)πὶ τοὺς (?) ἄνδρας, γέγωνε, εὕρη(ται) εἰς τοῦτ(ο)ν, ἡ ἑμοῖ ἀπόκρισις ἀλλ ἀληθ(ῶς) Amante lustrano de’ Semine’, chef u Una volta diventata, una femine in Maschio, et fece’ anti figlioli coe/ masci et hoc vero Sono tuo vate’ donne’, de Doϊ Nature, et hanno Fato disverzenar de’ Zonane",,,,,,,,,,,,Markos Morezenos,person_2704,,Κρητικὰ Χρονικά,,
MS_Holkham_Gr_37_addition_3,manuscript_6160,Holkham_gr,MS_Holkham_Gr_37,MS. Holkham Gr. 37,manuscript,,MS_Holkham_Gr_37,"fol. ivv: αἱ παροῦσαι ὁμιλίαι τοῦ θείου Χρυσοστόμου εἰσὶν, ἕως τὸ θον κεφάλαιον, τοῦ εὐ(αγγελί)ου τοῦ κ(α)τ(ὰ) ματθαῖον. (hand 2) τὸν δεύτερον τόμον εἰς ἕτερον πρῶτον μὲν ἄρχεται ἐκ τοῦ ιγ΄ κεφαλαίου. (hand 2a?)",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_37_addition_4,manuscript_6160,Holkham_gr,MS_Holkham_Gr_37,MS. Holkham Gr. 37,manuscript,,MS_Holkham_Gr_37,"fol. 425v (hand 2?): Ση(μείωσαι) ἡ ἐξήγησις τοῦ μακαρίου Χρυσοστόμου, ἐν τῷ παρόντι τόμῳ ἐστὶν ἕως τὰ ια΄ κεφάλαια__ Ση(μείωσαι) ἡ ἐξήγησις τοῦ αὐτοῦ ἱεροῦ Χρυσοστόμου ἐν τῷ ἑτέρῳ τόμῳ ἄρχεται ἐκ τῶν κδ΄ κεφαλαίων καὶ καταλείγει ἕως τέλους. ἔχει δὲ λείπον τὰ κεφάλαια (δ)έκ(α)τρία ἀπὸ τῶν ια΄ ἕως τὰ κδ΄:~",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_37_addition_5,manuscript_6160,Holkham_gr,MS_Holkham_Gr_37,MS. Holkham Gr. 37,manuscript,,MS_Holkham_Gr_37,"fol. 426v: (hand 2a?) μαθηματικῶς Εὑρίσκωμεν ὅτι οἱ Ἰουδαῖοι καταλύουσι τὸ σάββατον, μὲτὰ εὐλόγου αἰτί(ας) φαμὲ(ν), σαφέστατα ἐν τῷ κόσμῳ οὕτως ἀλλοθὶ ὄταν ἡμ(εῖ)ς ἔχωμ(εν) ἡμέραν, ἐκείθ(εν) νὺξ πέφυκε, καὶ ἄλλον ἔστι καθὥςπερ τὰ κλῆματα(?) τοῦ ἡλίου ἔχει. ὤστε οὐκοὖν ἐν παντὶ τῷ κόσμῳ ἑν μιᾷ ὥρα ἄρχεται σάββατον, ἄρχεται μὲν εἰς τινὰ ἄλλον τόπον, ἐνθάδε γὰρ ὅτι παρασκευὴ ἢν καὶ ὥσπερ ἡ παρασκευὴ ἔχει τὶ κωλύον ὥς(?) καταλύουσι. καὶ οὕτω καὶ οἱ ἔν ἄλλῳ τόπῳ. ἔτι ὄντος τοῦ σαββάτου ἔνθαδε (?) ἀλῖς(?) δὲ μὴ ὧν δουλεύουσι ὅθεν δῆλον.",,,,,,,,,,,,,,,,,
