identifiers: ID,identifiers: URI (BnF),identifiers: URI (GND),identifiers: URI (ISNI),identifiers: URI (LC),identifiers: URI (Mirabile),identifiers: URI (Oxford DNB),identifiers: URI (Pinakes),identifiers: URI (SUDOC),identifiers: URI (VIAF),identifiers: URI (Wikidata),identifiers: other ref(s),identifiers: other URI(s),names: display,names: preferred,names: variant,names: crossref,names: ms,birth: birth,birth: when,birth: not before,birth: not after,birth: certainty,birth: calendar,death: death,death: when,death: not before,death: not after,death: certainty,death: calendar,floruit: floruit,floruit: when,floruit: from,floruit: to,floruit: not before,floruit: not after,floruit: certainty,floruit: calendar,biography: occupation,biography: sex,biography: nationality,biography: lang knowledge,biography: residence,biography: affiliation,bibliography: bibl(s),bibliography: note(s)
person_19688718,http://catalogue.bnf.fr/ark:/12148/cb12013155x,http://d-nb.info/gnd/118505238 http://d-nb.info/gnd/110394844X,http://www.isni.org/isni/0000000121229902,http://id.loc.gov/authorities/names/n81027798,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/442,http://www.idref.fr/02825886X/id,https://viaf.org/viaf/19688718,http://www.wikidata.org/entity/Q39837,,,"Averroës, 1126–1198",,"Abenrust, 1126–1198; Abu 'l-Walīd Muḥammad b. Aḥmad b. Muḥammad b. Rus̲h̲d, al-Ḥafīd, 1126–1198; Abu el Ualid Mohamed Ben Ahmed Ben Roxd, el Maliki el Cortobi, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ḥafīd Ibn-Rušd, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Aḥmad Ibn-Aḥmad Ibn-Rušd al-Qurṭubī, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd al-Andalusī, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd al-Ḥafīd, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd, al-Ḥafīd, 1126–1198; Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Rušd, 1126–1198; Abū I-Walīd Muhammad Ibn Rushd, 1126–1198; Abū ăl-Walīd Ibn Rušd, 1126–1198; Abū ăl-Walīd Muḥammad Ibn Aḥmad Ibn Muḥammad Ibn Aḥmad Ibn Rušd al-Qurṭubī al-Andalusī, 1126–1198; Abū ăl-Walīd Muḥammad Ibn Aḥmad Ibn Muḥammad Ibn Rušd, 1126–1198; Abū l-Walīd Ibn Rušd, 1126–1198; Abū l-Walīd Ibn Rušhd, 1126–1198; Abū'l-Walīd Muḥammad Ibn Aḥmad Ibn Muḥammad@Ibn Rušd, 1126–1198; Abū-'l-Walīd Muhammad Ibn Ahmad, 1126–1198; Abū-l-Walīd Ibn Rušd, 1126–1198; Abū-l-Walīd Ibn-Rušd, 1126–1198; Abū-ʾl-Walīd Ibn Rušd, 1126–1198; Aueroys, 1126–1198; Auerrhoi, 1126–1198; Auerroys, 1126–1198; Averoys, 1126–1198; Averrhoes, 1126–1198; Averroes Cordubensis, 1126–1198; Averroes, Cordubensis, 1126–1198; Averroès, 1126–1198; Averroè, 1126–1198; Averroës, 1126–1198; Averrois Cordubensis, 1126–1198; Averrois, 1126–1198; Averroys, 1126–1198; Ebu'l-Velid Muhammed b. Ahmed b. Muhammed b. Rüşd el-Hafîd, 1126–1198; Ḥafīd Ibn-Rušd, Abu-, 1126–1198; Ḥafīd Ibn-Rušd, Abu-þ, 1126–1198; Ḥufaid Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad al-, 1126–1198; Ibn Rochd, Abû-I-Walid Mohammed, 1126–1198; Ibn Rochd, 1126–1198; Ibn Roschd, Abû-I-Walid Mohammed, 1126–1198; Ibn Roschd, 1126–1198; Ibn Roshd, 1126–1198; Ibn Ruschd, 1126–1198; Ibn Rushd of Averroes, 1126–1198; Ibn Rushd, Abuʾl Walid Muhammad, 1126–1198; Ibn Rushd, Abû-l-Walid Mohammed, 1126–1198; Ibn Rushd, Muḥammad Ibn Aḥmad, 1126–1198; Ibn Rushd, 1126–1198; Ibn Rusjd, 1126–1198; Ibn Rušd al-Qurṭubī al-Andalusī, 1126–1198; Ibn Rušd, Abū'l-Walīd Muhammad Ibn-Ahmad, 1126–1198; Ibn Rušd, Abū'l-Walīd Muḥammad Ibn-Aḥmad, 1126–1198; Ibn Rušd, Abūʾl-Walīd Muḥammad b. Aḥmad b. Muḥammad, 1126–1198; Ibn Rušd, Muḥammad Ibn Aḥmad Ibn Muḥammad, 1126–1198; Ibn Rušd, 1126–1198; Ibn Rus̲h̲d, Abu 'l-Walīd Muḥammad b. Aḥmad b. Muḥammad b. Rus̲h̲d, al-Ḥafīd, 1126–1198; Ibn Rus̲h̲d, 1126–1198; Ibn-Rochd, 1126–1198; Ibn-Roshd, 1126–1198; Ibn-Rushd, Abu-l-Walid Muhammad, 1126–1198; Ibn-Rushd, 1126–1198; Ibn-Rušd al-Andalusī al-Mālikī, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn-Rušd al-Andalusī, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn-Rušd al-Andalusī, Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn-Rušd al-Ḥafīd, 1126–1198; Ibn-Rušd al-Qurṭubī, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Aḥmad Ibn-Aḥmad, 1126–1198; Ibn-Rušd al-Qurṭubī, Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Aḥmad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad, al-Ḥafīd, 1126–1198; Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad, al-Ḥafīd, 1126–1198; Ibn-Rušd, Abū-'l-Walīd Muḥammad, 1126–1198; Ibn-Rušd, Abū-'l-Walīd, 1126–1198; Ibn-Rušd, Abū-ʾl-Walīd Muḥammad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Abūʾl-Walīd Muḥammad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad Abū-al-Walid, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad Ibn-Abi-'l-Walīd, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad Ibn-Muḥammad, al-Ḥafīd, 1126–1198; Ibn-Rušd, Muḥammad Ibn-Aḥmad, 1126–1198; Ibn-Rušd, Muḥammad al-Akbar, 1126–1198; Ibn-Rušd, Muḥammad, 1126–1198; Ibn-Rušd, 1126–1198; Ibn-Rušd, al-Ḥafīd, 1126–1198; İbn Rüşd, 1126–1198; Muhammad ibn Ahmad Abū al-Walīd Ibn Rušd, 1126–1198; Muḥammad Ibn Aḥmad Abū al-Walīd Ibn Rušd, 1126–1198; Muḥammad Ibn Aḥmad Ibn Muḥammad Ibn Rušd, Abū ăl-Walīd, 1126–1198; Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Aḥmad Ibn-Aḥmad Ibn-Rušd al-Qurṭubī, 1126–1198; Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd al-Andalusī, 1126–1198; Muḥammad Ibn-Aḥmad Ibn-Muḥammad Ibn-Rušd, al-Ḥafīd, 1126–1198; Muḥammad Ibn-Aḥmad Ibn-Rušd, Abu-l-Walīd, 1126–1198; Muḥammad Ibn-Aḥmad Ibn-Rušd, 1126–1198; Muḥammad Ibn-Aḥmad, 1126–1198; Muḥammad Ibn-Rušd al-Andalusī, 1126–1198; Muḥammad Ibn-Rušd, 1126–1198; ابن رشد الأندلسي, محمد بن أحمد بن محمد, 1126–1198; ابن رشد الحفيد, 1126–1198; ابن رشد القرطبي, أبو الوليد محمد بن أحمد بن محمد بن أحمد بن أحمد, 1126–1198; ابن رشد القرطبي, محمد بن أحمد بن محمد بن أحمد بن أحمد, 1126–1198; ابن رشد, أبو الوليد محمد بن أحمد, 1126–1198; ابن رشد, محمد, 1126–1198; ابن رشد, الحفيد, 1126–1198; أبو الوليد محمد بن أحمد بن رشد, 1126–1198; أبو الوليد محمد بن أحمد بن محمد بن أحمد بن أحمد بن رشد القرطبي, 1126–1198; أبو الوليد محمد بن أحمد بن محمد بن رشد الأندلسي, 1126–1198; محمد بن أحمد بن محمد بن رشد الأندلسي, 1126–1198; محمد بن رشد, 1126–1198","Ebn-Rhost, 1126–1198; Ḥafīd Ibn-Rušd, Abu-'l-Walīd Muḥammad Ibn-Aḥmad Ibn-Muḥammad, 1126–1198; Ibn Rochd, Abu El-Walid, 1126–1198; Muhammad Ibn Ahmad, 1126–1198; al-Ḥafīd al-Ġarnāṭī, 1126–1198; ابن رشد الأندلسي, أبو الوليد محمد بن أحمد بن محمد, 1126–1198; محمد بن أحمد بن محمد بن أحمد بن أحمد بن رشد القرطبي, 1126–1198",,1126-04-14,1126,1126,1126,,,1198-12-10,1198,1198,1198,,,,,,,,,,,,,,,,,,
person_19689348,http://catalogue.bnf.fr/ark:/12148/cb120162715,http://d-nb.info/gnd/118750496,http://www.isni.org/isni/0000000120957086,http://id.loc.gov/authorities/names/n79021376,,,,http://www.idref.fr/028298837/id,https://viaf.org/viaf/19689348,http://www.wikidata.org/entity/Q920312,,,"Ruusbroec, Jan van, 1293–1381",,"Jan, Rusbrock, 1293–1381; Jan, Ruusbroec, 1293–1381; Jan, Ruysbroeck, 1293–1381; Jan, van Groendendael, 1293–1381; Jan, van Ruesbroek, 1293–1381; Jan, van Ruisbroeck, 1293–1381; Jan, van Ruusbroec, 1293–1381; Jan, van Ruysbroeck, 1293–1381; Jean, Rusbroek, 1293–1381; Jean, de Ruibroek, 1293–1381; Jean, de Ruusbroec, 1293–1381; Jean, de Ruysbroeck, 1293–1381; Johannes Rusbrochius, 1293–1381; Johannes aus Ruisbroek, 1293–1381; Johannes aus Ruisbroek, aus Ruisbroek, 1293–1381; Johannes, Rusbrochius, 1293–1381; Johannes, Ruysbroeck, 1293–1381; Johannes, van Ruysbroeck, 1293–1381; Johannes, von Ruysbroeck, 1293–1381; Johann, van Ruysbroeck, 1293–1381; John, of Ruysbroeck, 1293–1381; Rosebrochius, Johannes, 1293–1381; Rubrochius, Johannes, 1293–1381; Ruesbroek, Jan van, 1293–1381; Ruisbrocius, Johannes, 1293–1381; Ruisbroec, Jan van, 1293–1381; Ruisbroeck, Jan van, 1293–1381; Ruisbroicus, Johannes, 1293–1381; Rusber, Jan, 1293–1381; Rusberus, Johannes, 1293–1381; Rusbroch, Ioannes, 1293–1381; Rusbroch, Ioannis, 1293–1381; Rusbroch, Jean, 1293–1381; Rusbrochius, Ioannes, 1293–1381; Rusbrochius, Joannes, 1293–1381; Rusbrochius, Johannes, 1293–1381; Rusbrochius, Johann, 1293–1381; Rusbrock, Johannes, 1293–1381; Rusbroek, Johannes, 1293–1381; Rusbroicus, Johannes, 1293–1381; Rusbroquio, Juan, 1293–1381; Ruusbroec, Jean, 1293–1381; Ruusbroec, Johannes, 1293–1381; Ruusbroec, John, 1293–1381; Ruusbroeck, Jan van, 1293–1381; Ruysbroeck, ..., 1293–1381; Ruysbroeck, Jan van, 1293–1381; Ruysbroeck, Johann van, 1293–1381; Ruysbroeck, Johannes von, 1293–1381; Ruysbroeck, Johannes, 1293–1381; Ruysbroeck, l'Admirable, 1293–1381; Ruysbroek, Jan van, 1293–1381; Ruysbroek, Johannes, 1293–1381; Rüsebruch, Johann, 1293–1381","Ioannes, Rusbrochius, 1293–1381; Jan van Ruusbroec, 1293–1381",,1293-01-01,1293,1293,1293,,,1381-12-02,1381,1381,1381,,,,,,,,,,,,,,,,,,
person_19690624,http://catalogue.bnf.fr/ark:/12148/cb12021645q,http://d-nb.info/gnd/119239418,http://www.isni.org/isni/0000000121230006,http://id.loc.gov/authorities/names/n80145641,,,,http://www.idref.fr/030130859/id,https://viaf.org/viaf/19690624,http://www.wikidata.org/entity/Q503130,,,"Johannitius, 809–873",,"Honein Ibn Ishâk, 809–873; Hunain ibn Is-Hâq, 809–873; Hunaino Isaaci, 809–873; Hunainus, 809–873; Huneyn b. İshak, 809–873; Husayn ibn Ishaq, 809–873; Ḥananyah b. Yitsḥaḳ ha-notsri, 809–873; Ḥonain Ibn-Isḥāq, 809–873; Ḥonein Ibn Isḥâq, 809–873; Ḥunain Ibn Isḥāq, al-ʿIbādī, 809–873; Ḥunain Ibn Isḥāq, 809–873; Ḥunain Ibn-Isḥāq Abū-Zaid al-ʿIbādī, 809–873; Ḥunain Ibn-Isḥāq al-Mutaṭabbib, 809–873; Ḥunain Ibn-Isḥāq al-ʿIbādī, Abū-Zaid, 809–873; Ḥunain Ibn-Isḥāq al-ʿIbādī, 809–873; Ḥunain b. Isḥāq al-ʿIbādī, 809–873; Ḥunain ibn Isḥāq, al-'Ibādī, 809–873; Ḥunayn B. Isḥāq, 809–873; Ḥunayn Ibn Isḥāq al-ʿIbādī, Abū Zayd, 809–873; Ḥunayn Ibn Isḥāq al-ʿIbādī, 809–873; Ḥunayn ibn Isḥāq al-ʿIbādī, 809–873; Ḥunayn ibn Isḥāq, 809–873; Ḥûnayn Ben-Yiṣḥāq, 809–873; Ibn-Isḥāq, Ḥunain, 809–873; Ioannitius, Arabus, 809–873; Isaacus ben Honein, 809–873; Isaacus, Honeini Filius, 809–873; Isḥāq Ibn-Ḥunain, 809–873; Joannitius, Isagogarus, 809–873; Johannitius, Isagogarus, 809–873; ابن إسحاق, حنين, 809–873","Ḥunayn ibn Isḥāq al-ʻIbādī, 809?–873; Abu Jacub Isaak ben Honein ben Isaak el Ibadi et-Tabib, 809–873; Ibn-Isḥāq al-ʿIbādī, Ḥunain, 809–873; Joannitius, 809–873; al-'Ibādī, 809–873; ʿIbādī, Ḥunain Ibn-Isḥāq al-, 809–873; ابن إسحاق العبادي, حنين, 809–873; حنين بن إسحاق العبادي, 809–873",,810-01-01,810,810,810,,,873-01-01,873,873,873,,,,,,,,,,,,,,,,,,
person_19697406,http://catalogue.bnf.fr/ark:/12148/cb120548688,http://d-nb.info/gnd/118731440,http://www.isni.org/isni/000000012319976X,http://id.loc.gov/authorities/names/n84216303,,,,http://www.idref.fr/028784375/id,https://viaf.org/viaf/19697406,http://www.wikidata.org/entity/Q336571,,,"Marulić, Marko, 1450–1524",,"Marco Marul, Pecenić, 1450–1524; Marco Marul, Pecinić, 1450–1524; Marco Marul, Pečenić, 1450–1524; Marco Marul, Pečinić, 1450–1524; Marco, Marulić, 1450–1524; Marcus Marulus Spalatensis, 1450–1524; Marcus, Marulić, 1450–1524; Marcus, Marullus, 1450–1524; Marcus, Marulus, 1450–1524; Marcus, Spalatensis, 1450–1524; Marko Maruli Spalatensis, 1450–1524; Marko Marul, Pecenić, 1450–1524; Marko Marul, Pecineć, 1450–1524; Marko Marul, Pecinić, 1450–1524; Marko Marul, Pečenić, 1450–1524; Marko, Marulić, 1450–1524; Marul, Marco, 1450–1524; Marul, Marko, 1450–1524; Maruli Delmatae, M., 1450–1524; Maruli, Marco, 1450–1524; Maruli, Marko, 1450–1524; Marulić Dalmatinac, Marko, 1450–1524; Marulić Marulus, Marco, 1450–1524; Marulić Splićanin, Marko, 1450–1524; Marulić of Split, Marko, 1450–1524; Marulius Spalatensis, Marcus, 1450–1524; Marullus, Marco, 1450–1524; Marullus, Marcus, 1450–1524; Marulo DaSpalato, Marco, 1450–1524; Marulo, Marco, 1450–1524; Marulus Spalatensis, Marcus, 1450–1524; Marulus, Marcus, 1450–1524; Marvli, M., 1450–1524; Pecinić, Marco M., 1450–1524; Pecinić, Marko M., 1450–1524; Pećinić, Marko M., 1450–1524; Pečenić, Marko M., 1450–1524; Pečenić, Marko, 1450–1524","Pecenić, Marko M., 1450–1524",,1450-08-18,1450,1450,1450,,,1524-01-05,1524,1524,1524,,,,,,,,,,,,,,,,,,
person_19722038,http://catalogue.bnf.fr/ark:/12148/cb12183074j,http://d-nb.info/gnd/118741292,http://www.isni.org/isni/0000000108763916,http://id.loc.gov/authorities/names/n50043172,,,,http://www.idref.fr/030411963/id,https://viaf.org/viaf/19722038,http://www.wikidata.org/entity/Q318254,,,"Bracciolini, Poggio, 1380–1459",,"Bracciolini, Francesco, 1380–1459; Bracciolini, Gian Francesco Poggio, 1380–1459; Bracciolini, Gian Francesco, 1380–1459; Bracciolini, Gianfrancesco, 1380–1459; Bracciolini, Poggio, 1380–1459; Bracciolini, 1380–1459; Bracciolinus, Johannes Franciscus Poggius, 1380–1459; Bracciolinus, Poggius, 1380–1459; Florentinus, Poggius, 1380–1459; Francesco, 1380–1459; Francesco, Bracciolini, 1380–1459; Gian Francesco, Poggio Bracciolini, 1380–1459; Gianfrancesco Bracciolini, 1380–1459; Giovanni Francesco Bracciolini, 1380–1459; Giovanni Francesco, Poggio Bracciolini, 1380–1459; Guccio, Poggio Bracciolini di Ser Guccio di Poggio di, 1380–1459; Joh. Poggius, 1380–1459; Joh., Poggius, 1380–1459; Johannes Franciscus, 1380–1459; Johannes Franciscus, Poggio Bracciolini, 1380–1459; Johannes Poggius, 1380–1459; Johannes, Poggius, 1380–1459; Poge, Florentin, 1380–1459; Pogge, 1380–1459; Pogge, Florentin, 1380–1459; Pogginus, Florentinus, 1380–1459; Poggio Bracciolini da Terranova, Francesco, 1380–1459; Poggio Bracciolini, ..., 1380–1459; Poggio Bracciolini, Gian-Francesco, 1380–1459; Poggio Bracciolini, Gianfrancesco, 1380–1459; Poggio Bracciolini, Giovanni Francesco, 1380–1459; Poggio Bracciolini, Giovanni, 1380–1459; Poggio Bracciolini, 1380–1459; Poggio Fiorentino, 1380–1459; Poggio di Gucccio Bracciolini, Gian Francesco, 1380–1459; Poggio di Guccio Bracciolini, Gian Francesco, 1380–1459; Poggio di Guccio, Poggio Bracciolini di Ser Guccio di, 1380–1459; Poggio, Gian F., 1380–1459; Poggio, Gian Francesco, 1380–1459; Poggio-Bracciolini, Gian-Francesco, 1380–1459; Poggio-Bracciolini, Giovanni Francesco, 1380–1459; Poggio, 1380–1459; Poggio, Bracciolini, 1380–1459; Poggio, Fiorentino, 1380–1459; Poggius Bracciolini, Gian Francesco, 1380–1459; Poggius Bracciolinus, Johannes Franciscus, 1380–1459; Poggius Florentinus, 1380–1459; Poggius aus Florenz, 1380–1459; Poggius, Ioan. Francisc., 1380–1459; Poggius, Johannes Franciscus, 1380–1459; Poggius, 1380–1459; Poggius, Cancellarius, 1380–1459; Poggius, Fiorentinus, 1380–1459; Poggius, Florentinus, 1380–1459; Pogius aus Florenz, 1380–1459; Pogius, ..., 1380–1459; Pogius, Johannes Franciscus, 1380–1459; Pogius, 1380–1459; Pogius, Florentinus, 1380–1459","Florentin, Pogge, 1380–1459; Gian Francesco, 1380–1459; Jean-François, le Pogge, 1380–1459; Le Pogge, 1380–1459; Poge, 1380–1459; Ser Guccio di Poggio di Guccio, Poggio Bracciolini di, 1380–1459",,1380-02-11,1380,1380,1380,,,1459-10-30,1459,1459,1459,,,,,,,,,,,,,,,,,,
person_19730636,https://catalogue.bnf.fr/ark:/12148/cb122287571,http://d-nb.info/gnd/118655825,http://www.isni.org/isni/0000000082046387 http://www.isni.org/isni/0000000062365823,http://id.loc.gov/authorities/names/nr89001072,,,,,https://viaf.org/viaf/19730636 https://viaf.org/viaf/89270968,https://www.wikidata.org/wiki/Q435006,,,"Berengarius, Turonensis, 1010–1088",,"Berengario, di Tours, Theologe, 1010–1088; Berengario, di Tours, 1010–1088; Berengarius, 1010–1088; Berengarius, Turonensis, Theologe, 1010–1088; Berengarius, of Angers, 1010–1088; Berengarius, of Tours, Theologe, 1010–1088; Berengarius, of Tours, 1010–1088; Berengar, von Tours, Theologe, 1010–1088; Berengar, von Tours, 1010–1088; Beringerius, Turonensis, Theologe, 1010–1088; Beringerius, Turonensis, 1010–1088; Bérenger, de Tours, Theologe, 1010–1088; Bérenger, de Tours, 1010–1088","Pseudo-Berengarius, Turonensis, 1010–1088",,1010,1010,1010,1010,,,1088,1088,1088,1088,,,,,,,,,,,,,,,,,,
person_19732621,http://catalogue.bnf.fr/ark:/12148/cb122385132,http://d-nb.info/gnd/118999028,http://www.isni.org/isni/0000000079714858,http://id.loc.gov/authorities/names/n96070808,,,,http://www.idref.fr/031103979/id,https://viaf.org/viaf/19732621,,,,"Ruffo, Giordano, –1256",,"Giordano, Rufo ; Iordanus, Ruffus ; Jordan, Ruffo ; Ruffo, Giordano ; Ruffo, Jordan ; Ruffus, Iordanus ; Ruffus, Jordan ; Ruffus, Jordanus ; Rufus, Iordanus ; Rufus, Jordanus",,,1200,1200,1200,1200,,,1256,1256,1256,1256,,,,,,,,,,,,,,,,,,
person_19743305,http://catalogue.bnf.fr/ark:/12148/cb12299340w,http://d-nb.info/gnd/118779877,http://www.isni.org/isni/0000000121230911,http://id.loc.gov/authorities/names/n91076026,,,,http://www.idref.fr/031856268/id,https://viaf.org/viaf/19743305,http://www.wikidata.org/entity/Q1251586,,,"Libri, Guillaume, 1803–1869",,"Carrucci DallaSommaria, Guglielmo L., 1803–1869; Carrucci DellaSomaia, Guglielmo I., 1803–1869; Carrucci DellaSommaia, Guillaume B., 1803–1869; Carrucci dalla Sommaia, Guglielmo Bruto Icilio Timoleone Libri, 1803–1869; Carrucci della Sommaia, Guillaume B., 1803–1869; DallaSomaia, Guglielmo B., 1803–1869; DallaSommaia, Guglielmo Bruto Icilio Timoleone Libri Carrucci, 1803–1869; DallaSommaria, Guglielmo L., 1803–1869; Della Sommaia, Guillaume B., 1803–1869; DellaSomaia, Guglielmo I., 1803–1869; DellaSommaia, Guillaume B., 1803–1869; Libri Carrucci Dalla Sommaia, Guglielmo Bruto Icilio Timoleone, 1803–1869; Libri Carrucci DallaSommaia, Guglielmo Bruto Icilio Timoleone, 1803–1869; Libri Carrucci DallaSommaria, Guglielmo, 1803–1869; Libri Carrucci DellaSomaia, Guglielmo I., 1803–1869; Libri Carrucci DellaSommaia, Guillaume-Brutus-Icile-Timoléon, 1803–1869; Libri Carucci Dalla Sommaia, Guglielmo, 1803–1869; Libri Carucci Dalla Sommaja, Guglielmo, 1803–1869; Libri Carucci DallaSommaia, Guglielmo, 1803–1869; Libri Carucci DellaSomaia, Guglielmo I., 1803–1869; Libri, Guglielmo I., 1803–1869; Libri, Guglielmo Icilio Timoleone, 1803–1869; Libri, Guglielmo Icilio, 1803–1869; Libri, Guglielmo Icio Timoleone, 1803–1869; Libri, Guglielmo, 1803–1869; Libri-Carrucci DallaSomaia, Guglielmo B., 1803–1869; Libri-Carrucci DellaSomaia, Guglielmo I., 1803–1869; Libri-Carrucci DellaSommaia, Guillaume B., 1803–1869; Libri-Carrucci della Sommaia, Guillaume B., 1803–1869; Libri-Carrucci, Guglielmo I., 1803–1869; Libri-Carrucci, Guglielmo, 1803–1869; Libri-Carrucci- dalla Sommaia, Guglielmo Bruto Icilio Timoleone, 1803–1869; Libri-Carrucci-DallaSomaia, Guglielmo B., 1803–1869; Libri-Carrucci-DallaSommaia, Guglielmo B., 1803–1869; Libri-Carrucci-DallaSommaia, Guglielmo Bruto Icilio Timoleone, 1803–1869; Sommaria, Guglielmo L. dalla, 1803–1869","Carrucci DallaSommaia, Guglielmo Bruto Icilio Timoleone Libri, 1803–1869; Dalla Sommaia, Guglielmo Bruto Icilio Timoleone Libri Carrucci, 1803–1869; Sommaia, Guglielmo Bruto Icilio Timoleone Libri Carrucci dalla, 1803–1869",,1803-01-02,1803,1803,1803,,,1869-09-28,1869,1869,1869,,,,,,,,,,,,,,,,,,
person_19746553,http://catalogue.bnf.fr/ark:/12148/cb123168286,http://d-nb.info/gnd/177428163,http://www.isni.org/isni/0000000108765153,http://id.loc.gov/authorities/names/n50025581,,,,http://www.idref.fr/032067585/id,https://viaf.org/viaf/19746553,http://www.wikidata.org/entity/Q3195205,,,"Sisam, Kenneth",,,,,1887-09-02,1887,1887,1887,,,1971-08-26,1971,1971,1971,,,,,,,,,,,,,,,,,,
person_19767989,http://catalogue.bnf.fr/ark:/12148/cb124231863,http://d-nb.info/gnd/128381450 http://d-nb.info/gnd/179404555,http://www.isni.org/isni/0000000063067051,http://id.loc.gov/authorities/names/n90701462,,,,http://www.idref.fr/033358168/id,https://viaf.org/viaf/19767989,http://www.wikidata.org/entity/Q3309299,,,"Coignet, Michel, 1549–1623",,"Cognet, Michiel, 1549–1623; Coignet, Michiel, 1549–1623; Coignetus, Michael, 1549–1623; Coignetus, Michiel, 1549–1623; Coignietus, Michiel, 1549–1623; Congnet, Michiel, 1549–1623; Connette, Michel, 1549–1623; Cuignet, Michiel, 1549–1623","Quinet, Michiel, 1549–1623",,1549-01-01,1549,1549,1549,,,1623-12-24,1623,1623,1623,,,,,,,,,,,,,,,,,,
person_19775353,http://catalogue.bnf.fr/ark:/12148/cb12459080t,http://d-nb.info/gnd/119349949,http://www.isni.org/isni/0000000061196503,http://id.loc.gov/authorities/names/n95001023,,,,http://www.idref.fr/033755582/id,https://viaf.org/viaf/19775353,http://www.wikidata.org/entity/Q5724420,,,"Knighton, Henry, active 1363",,"Henricus, Knighton, –1396; Henricus, Monachus Leycestrensis, –1396; Henricus, de Knygthon, –1396; Henri, de Knighton, –1396; Henry, Knighton, –1396; Knighton, Henry, –1396","Cnitthon, Henricus, –1396; Henricus, Cnitthon, –1396",,1363,1363,1363,1363,,,1396-01-01,1396,1396,1396,,,,,,,,,,,,,,,,,,
person_19789817,http://catalogue.bnf.fr/ark:/12148/cb12536232j,http://d-nb.info/gnd/100941508,http://www.isni.org/isni/0000000078339128,http://id.loc.gov/authorities/names/n88085423,,,,http://www.idref.fr/147079489/id,https://viaf.org/viaf/19789817,https://www.wikidata.org/wiki/Q59627776,,,"Platea, Franciscus de, –1460",,"Piazza, Francesco, –1460; Platea, Franciscus de, –1460","Francesco, Piazza, –1460",,1450,1450,1450,1450,,,1460,1460,1460,1460,,,,,,,,,,,,,,,,,,
person_19820278,,http://d-nb.info/gnd/100946364,http://www.isni.org/isni/0000000001678500,,,,,,https://viaf.org/viaf/19820278,http://www.wikidata.org/entity/Q3142555,,,"Hugh of Amiens, Archbishop of Rouen, ca. 1080–1164",,"Hugo Ambianensis 1085–1164 ; Ambianis, Hugo de 1085–1164 ; Hughes de Reading 1085–1164 ; Hugh of Amiens 1085–1164 ; Hugo Ambianensis Rothomagensis 1085–1164 ; Hugo Archiepiscopus 1085–1164 ; Hugo Rothomagensis 1085–1164 ; Hugo d'Amiens 1085–1164 ; Hugo de Ambianis 1085–1164 ; Hugo de Amiens 1085–1164 ; Hugo de Reading 1085–1164 ; Hugo de Rouen 1085–1164 ; Hugo von Amiens 1085–1164 ; Hugo von Rouen 1085–1164 ; Hugues d'Amiens 1085–1164 ; Hugues de Boves 1085–1164 ; Hugues of Amiens 1085–1164 ; Hugues of Rouen 1085–1164",,,1085,1085,1085,1085,,,1164-11-11,1164,1164,1164,,,,,,,,,,,,,,,,,,
